user_id,birth_year,age,gender,user_type
73,1965,55,Male,Subscriber
74,1994,26,Female,Subscriber
75,1961,59,Female,Subscriber
76,1988,32,Female,Subscriber
77,1968,52,Male,Subscriber
78,1997,23,Male,Customer
79,1989,31,Female,Subscriber
80,1971,49,Female,Subscriber
81,1977,43,Male,Subscriber
82,1985,35,Other,Subscriber
83,1986,34,Female,Customer
84,1995,25,Female,Subscriber
85,1981,39,Female,Customer
86,1986,34,Male,Customer
87,1969,51,Male,Subscriber
88,1961,59,Male,Subscriber
89,1966,54,Male,Subscriber
90,2000,20,Female,Subscriber
91,1981,39,Female,Subscriber
92,1991,29,Male,Customer
93,2000,20,Female,Customer
94,1986,34,Female,Subscriber
95,1967,53,Female,Subscriber
96,1962,58,Male,Subscriber
97,1987,33,Female,Customer
98,1954,66,Male,Subscriber
99,1997,23,Female,Customer
100,1958,62,Male,Subscriber
101,1989,31,Male,Customer
102,1983,37,Male,Customer
103,1979,41,Female,Subscriber
104,1960,60,Male,Subscriber
105,1970,50,Male,Subscriber
106,1996,24,Female,Customer
107,1972,48,Female,Subscriber
108,1983,37,Other,Subscriber
109,1967,53,Male,Customer
110,1988,32,Male,Customer
111,1956,64,Female,Subscriber
112,1975,45,Female,Customer
113,1968,52,Female,Subscriber
114,1982,38,Other,Subscriber
115,1984,36,Other,Subscriber
116,1980,40,Female,Customer
117,1973,47,Female,Subscriber
118,1987,33,Other,Subscriber
119,1968,52,Male,Customer
120,1968,52,Other,Subscriber
121,1963,57,Other,Subscriber
122,1995,25,Other,Subscriber
123,1976,44,Other,Subscriber
124,1974,46,Male,Customer
125,1995,25,Male,Customer
126,1999,21,Male,Customer
127,1998,22,Female,Customer
128,1957,63,Male,Subscriber
129,1945,75,Male,Subscriber
130,1995,25,Female,Customer
131,1990,30,Other,Subscriber
132,1975,45,Male,Customer
133,1986,34,Other,Subscriber
134,1969,51,Male,Customer
135,1996,24,Other,Subscriber
136,1959,61,Male,Customer
137,1956,64,Male,Subscriber
138,1900,90,Male,Subscriber
139,1989,31,Female,Customer
140,1978,42,Female,Subscriber
141,1970,50,Female,Subscriber
142,1954,66,Female,Subscriber
143,1979,41,Female,Customer
144,1952,68,Male,Subscriber
145,1975,45,Female,Subscriber
146,1962,58,Female,Subscriber
147,1948,72,Male,Subscriber
148,1964,56,Other,Subscriber
149,1980,40,Other,Subscriber
150,1963,57,Male,Customer
151,1960,60,Female,Subscriber
152,1974,46,Female,Customer
153,1977,43,Male,Customer
154,1962,58,Other,Subscriber
155,1963,57,Female,Subscriber
156,1970,50,Male,Customer
157,1983,37,Female,Customer
158,1983,37,Other,Customer
159,1964,56,Female,Subscriber
160,1964,56,Male,Customer
161,1951,69,Male,Subscriber
162,1978,42,Other,Subscriber
163,1941,79,Male,Subscriber
164,1979,41,Male,Customer
165,1981,39,Male,Customer
166,1993,27,Other,Customer
167,1966,54,Male,Customer
168,1994,26,Female,Customer
169,1984,36,Other,Customer
170,1973,47,Female,Customer
171,1991,29,Female,Customer
172,1997,23,Other,Subscriber
173,1965,55,Other,Subscriber
174,1976,44,Female,Customer
175,1966,54,Female,Subscriber
176,1965,55,Female,Subscriber
177,1974,46,Other,Customer
178,1950,70,Female,Customer
179,1951,69,Male,Customer
180,1986,34,Other,Customer
181,1956,64,Male,Customer
182,1990,30,Female,Customer
183,1978,42,Other,Customer
184,1962,58,Male,Customer
185,1949,71,Male,Customer
186,1959,61,Female,Subscriber
187,1996,24,Male,Customer
188,1969,51,Female,Customer
189,1953,67,Male,Subscriber
190,1975,45,Other,Customer
191,1966,54,Other,Subscriber
192,1971,49,Male,Customer
193,1978,42,Female,Customer
194,1985,35,Other,Customer
195,1987,33,Other,Customer
196,1976,44,Male,Customer
197,1974,46,Other,Subscriber
198,1958,62,Female,Subscriber
199,1955,65,Male,Customer
200,1955,65,Male,Subscriber
201,1967,53,Other,Subscriber
202,1959,61,Other,Subscriber
203,1993,27,Female,Customer
204,1963,57,Female,Customer
205,1985,35,Female,Customer
206,1946,74,Male,Subscriber
207,1989,31,Other,Customer
208,1950,70,Male,Subscriber
209,1970,50,Other,Subscriber
210,1953,67,Female,Subscriber
211,1958,62,Female,Customer
212,1970,50,Female,Customer
213,1982,38,Female,Customer
214,1973,47,Male,Customer
215,1957,63,Female,Subscriber
216,1971,49,Other,Subscriber
217,1994,26,Other,Subscriber
218,1947,73,Male,Subscriber
219,1931,89,Male,Subscriber
220,1943,77,Female,Subscriber
221,1947,73,Female,Subscriber
222,1980,40,Other,Customer
223,1998,22,Other,Subscriber
224,1972,48,Female,Customer
225,1965,55,Male,Customer
226,1949,71,Male,Subscriber
227,1992,28,Other,Subscriber
228,1950,70,Female,Subscriber
229,1961,59,Male,Customer
230,1952,68,Female,Customer
231,1981,39,Other,Customer
232,1955,65,Female,Subscriber
233,1999,21,Other,Subscriber
234,1971,49,Female,Customer
235,1960,60,Male,Customer
236,1999,21,Female,Customer
237,1988,32,Other,Customer
238,1967,53,Female,Customer
239,1992,28,Other,Customer
240,1942,78,Male,Subscriber
241,1968,52,Female,Customer
242,1957,63,Male,Customer
243,1954,66,Male,Customer
244,1995,25,Other,Customer
245,1945,75,Other,Subscriber
246,1979,41,Other,Subscriber
247,1920,90,Male,Subscriber
248,1900,90,Male,Customer
249,1957,63,Female,Customer
250,1958,62,Male,Customer
251,1960,60,Female,Customer
252,1933,87,Female,Subscriber
253,1977,43,Other,Subscriber
254,1962,58,Female,Customer
255,2001,19,Male,Customer
256,1975,45,Other,Subscriber
257,1878,90,Female,Customer
258,1966,54,Female,Customer
259,1982,38,Other,Customer
260,1901,90,Male,Subscriber
261,1943,77,Male,Subscriber
262,1967,53,Other,Customer
263,1973,47,Other,Subscriber
264,1952,68,Other,Customer
265,1900,90,Female,Subscriber
266,1964,56,Female,Customer
267,1990,30,Other,Customer
268,1961,59,Female,Customer
269,1944,76,Male,Customer
270,1952,68,Female,Subscriber
271,1996,24,Other,Customer
272,1965,55,Female,Customer
273,1994,26,Other,Customer
274,1928,90,Other,Customer
275,1977,43,Female,Customer
276,1955,65,Female,Customer
277,1956,64,Female,Customer
278,1951,69,Female,Customer
279,2001,19,Female,Subscriber
280,1951,69,Female,Subscriber
281,1934,86,Male,Customer
282,1939,81,Male,Customer
283,1960,60,Other,Customer
284,1973,47,Other,Customer
285,1970,50,Other,Customer
286,1991,29,Other,Customer
287,1961,59,Other,Subscriber
288,1953,67,Male,Customer
289,1939,81,Female,Subscriber
290,1950,70,Male,Customer
291,2000,20,Other,Customer
292,2001,19,Female,Customer
293,1976,44,Other,Customer
294,1945,75,Male,Customer
295,1969,51,Other,Subscriber
296,1953,67,Female,Customer
297,1960,60,Other,Subscriber
298,1952,68,Male,Customer
299,1939,81,Male,Subscriber
300,1979,41,Other,Customer
301,1930,90,Other,Customer
302,1998,22,Other,Customer
303,1902,90,Female,Subscriber
304,1972,48,Other,Customer
305,1999,21,Other,Customer
306,1969,51,Other,Customer
307,1997,23,Other,Customer
308,1972,48,Other,Subscriber
309,1977,43,Other,Customer
310,1959,61,Female,Customer
311,1910,90,Other,Subscriber
312,1947,73,Male,Customer
313,1944,76,Male,Subscriber
314,1938,82,Male,Subscriber
315,1964,56,Other,Customer
316,1952,68,Other,Subscriber
317,1971,49,Other,Customer
318,1947,73,Female,Customer
319,1927,90,Male,Subscriber
