trip_id,start_time,end_time,duration_sec,bike_id,start_station_id,end_station_id,user_id,time_id
110,2020-01-01 00:54:50.100,2020-01-02 00:07:29.200,83559.1,2732,183,209,57,2020010100
111,2020-01-01 00:01:15.100,2020-01-01 00:07:26.500,371.4,6435,58,98,48,2020010100
112,2020-01-01 00:58:06.600,2020-01-02 00:07:09.500,83342.9,1936,5,67,27,2020010100
113,2020-01-01 00:59:22.200,2020-01-02 00:07:01.000,83258.8,5265,121,137,8,2020010100
114,2020-01-01 00:04:06.200,2020-01-01 00:06:36.700,150.5,5185,140,132,16,2020010100
115,2020-01-01 00:00:05.200,2020-01-01 00:06:21.500,376.3,5731,58,21,26,2020010100
116,2020-01-01 00:38:43.600,2020-01-02 00:05:36.200,84412.6,6299,137,133,58,2020010100
117,2020-01-01 00:38:29.000,2020-01-02 00:05:31.100,84422.1,5316,137,133,59,2020010100
118,2020-01-01 00:01:06.200,2020-01-01 00:04:56.800,230.6,6321,73,119,60,2020010100
119,2020-01-01 00:01:46.500,2020-01-01 00:04:03.100,136.6,5085,176,192,12,2020010100
120,2020-01-01 00:49:32.700,2020-01-02 00:03:44.200,83651.5,1107,197,195,14,2020010100
121,2020-01-01 00:55:02.300,2020-01-02 00:03:41.000,83318.7,4648,136,360,15,2020010100
122,2020-01-01 00:55:08.000,2020-01-02 00:03:13.800,83285.8,2052,349,75,12,2020010100
123,2020-01-01 00:47:47.700,2020-01-02 00:02:40.400,83692.7,5200,33,93,61,2020010100
124,2020-01-01 00:53:34.800,2020-01-02 00:02:15.800,83321.0,5653,238,253,42,2020010100
125,2020-01-01 00:51:23.200,2020-01-02 00:01:54.300,83431.1,2694,369,4,37,2020010100
126,2020-01-01 00:49:04.000,2020-01-02 00:01:44.500,83560.5,5565,59,81,16,2020010100
127,2020-01-01 00:46:24.200,2020-01-02 00:01:43.000,83718.8,5517,115,27,15,2020010100
128,2020-01-01 00:58:16.800,2020-01-02 00:01:37.200,83000.4,5079,239,247,62,2020010100
129,2020-01-01 00:59:32.700,2020-01-02 00:00:44.200,82871.5,2291,280,310,27,2020010100
130,2020-01-01 00:47:15.200,2020-01-02 00:00:25.800,83590.6,5968,53,132,16,2020010100
131,2020-01-01 00:48:54.600,2020-01-02 00:00:00.600,83466.0,5934,33,323,37,2020010100
132,2020-01-01 00:39:58.600,2020-01-01 00:59:46.200,1187.6,5649,262,240,63,2020010100
133,2020-01-01 00:41:12.700,2020-01-01 00:58:20.600,1027.9,5469,368,139,38,2020010100
134,2020-01-01 00:52:38.500,2020-01-01 00:57:57.500,319.0,6499,121,147,36,2020010100
135,2020-01-01 00:45:55.700,2020-01-01 00:57:41.500,705.8,4786,262,243,21,2020010100
136,2020-01-01 00:48:12.700,2020-01-01 00:57:17.100,544.4,6065,356,34,64,2020010100
137,2020-01-01 00:47:15.100,2020-01-01 00:56:47.900,572.8,1947,240,244,65,2020010100
138,2020-01-01 00:49:42.700,2020-01-01 00:56:36.100,413.4,5119,385,241,14,2020010100
139,2020-01-01 00:46:36.600,2020-01-01 00:55:44.700,548.1,5907,90,127,2,2020010100
140,2020-01-01 00:50:49.500,2020-01-01 00:55:14.100,264.6,1848,112,88,54,2020010100
141,2020-01-01 00:49:37.300,2020-01-01 00:54:52.800,315.5,4560,160,230,44,2020010100
142,2020-01-01 00:48:59.400,2020-01-01 00:54:44.300,344.9,6246,4,67,38,2020010100
143,2020-01-01 00:49:15.900,2020-01-01 00:54:41.700,325.8,5167,247,269,11,2020010100
144,2020-01-01 00:47:11.500,2020-01-01 00:54:40.200,448.7,5253,97,61,29,2020010100
145,2020-01-01 00:30:03.400,2020-01-01 00:54:34.600,1471.2,6372,386,398,8,2020010100
146,2020-01-01 00:45:23.600,2020-01-01 00:53:42.700,499.1,4061,308,297,66,2020010100
147,2020-01-01 00:48:04.200,2020-01-01 00:53:29.900,325.7,5012,5,67,18,2020010100
148,2020-01-01 00:46:19.100,2020-01-01 00:52:31.500,372.4,2191,369,43,2,2020010100
149,2020-01-01 00:45:01.900,2020-01-01 00:52:00.000,418.1,4638,115,62,48,2020010100
150,2020-01-01 00:46:25.300,2020-01-01 00:50:57.300,272.0,1916,75,86,15,2020010100
151,2020-01-01 00:27:47.900,2020-01-01 00:49:28.600,1300.7,4719,129,371,44,2020010100
152,2020-01-01 00:42:44.800,2020-01-01 00:49:22.000,397.2,6114,123,106,27,2020010100
153,2020-01-01 00:45:22.200,2020-01-01 00:48:58.800,216.6,5701,172,210,67,2020010100
154,2020-01-01 00:40:46.500,2020-01-01 00:48:50.300,483.8,2840,114,136,15,2020010100
155,2020-01-01 00:33:52.000,2020-01-01 00:48:43.700,891.7,3500,310,277,12,2020010100
156,2020-01-01 00:41:05.300,2020-01-01 00:48:34.900,449.6,6525,109,95,22,2020010100
157,2020-01-01 00:42:09.800,2020-01-01 00:48:34.000,384.2,6464,109,95,54,2020010100
158,2020-01-01 00:38:27.000,2020-01-01 00:47:51.800,564.8,6254,375,56,19,2020010100
159,2020-01-01 00:39:03.700,2020-01-01 00:47:51.600,527.9,4364,375,56,44,2020010100
160,2020-01-01 00:42:10.500,2020-01-01 00:47:46.600,336.1,4540,244,247,23,2020010100
161,2020-01-01 00:39:33.000,2020-01-01 00:47:31.700,478.7,3569,121,78,65,2020010100
162,2020-01-01 00:14:07.000,2020-01-01 00:47:05.100,1978.1,5162,8,129,55,2020010100
163,2020-01-01 00:39:09.500,2020-01-01 00:46:54.700,465.2,5684,197,200,52,2020010100
164,2020-01-01 00:22:51.600,2020-01-01 00:46:10.100,1398.5,5149,6,16,2,2020010100
165,2020-01-01 00:07:11.300,2020-01-01 00:45:33.700,2302.4,2651,23,85,17,2020010100
166,2020-01-01 00:42:44.500,2020-01-01 00:45:28.200,163.7,5297,55,56,21,2020010100
167,2020-01-01 00:33:19.200,2020-01-01 00:44:35.400,676.2,4773,86,139,33,2020010100
168,2020-01-01 00:40:06.400,2020-01-01 00:43:41.200,214.8,6234,95,72,38,2020010100
169,2020-01-01 00:37:38.700,2020-01-01 00:43:31.200,352.5,2647,245,239,68,2020010100
170,2020-01-01 00:26:04.600,2020-01-01 00:43:17.000,1032.4,5182,31,92,69,2020010100
171,2020-01-01 00:38:36.800,2020-01-01 00:42:56.900,260.1,4960,62,36,48,2020010100
172,2020-01-01 00:33:25.600,2020-01-01 00:42:08.200,522.6,4812,125,60,8,2020010100
173,2020-01-01 00:35:16.800,2020-01-01 00:42:01.200,404.4,5829,78,81,14,2020010100
174,2020-01-01 00:30:49.300,2020-01-01 00:41:15.000,625.7,5902,49,356,29,2020010100
175,2020-01-01 00:07:30.000,2020-01-01 00:41:09.400,2019.4,2975,194,193,14,2020010100
176,2020-01-01 00:29:16.000,2020-01-01 00:41:01.000,705.0,363,263,258,27,2020010100
177,2020-01-01 00:28:50.500,2020-01-01 00:41:00.900,730.4,4784,263,258,2,2020010100
178,2020-01-01 00:35:57.500,2020-01-01 00:40:51.400,293.9,5808,120,95,8,2020010100
179,2020-01-01 00:33:19.100,2020-01-01 00:40:51.100,452.0,3512,197,182,70,2020010100
180,2020-01-01 00:31:48.400,2020-01-01 00:40:47.400,539.0,6521,371,27,8,2020010100
181,2020-01-01 00:35:46.000,2020-01-01 00:39:54.400,248.4,5050,107,123,15,2020010100
182,2020-01-01 00:16:40.700,2020-01-01 00:39:54.200,1393.5,4424,144,377,27,2020010100
183,2020-01-01 00:31:16.000,2020-01-01 00:39:47.600,511.6,5008,70,96,48,2020010100
184,2020-01-01 00:35:41.900,2020-01-01 00:39:44.700,242.8,5157,47,81,41,2020010100
185,2020-01-01 00:30:47.200,2020-01-01 00:39:13.900,506.7,5588,67,60,14,2020010100
186,2020-01-01 00:34:27.700,2020-01-01 00:38:52.400,264.7,5452,97,58,1,2020010100
187,2020-01-01 00:04:54.600,2020-01-01 00:37:38.300,1963.7,4560,148,160,54,2020010100
188,2020-01-01 00:27:48.800,2020-01-01 00:37:36.300,587.5,3549,243,266,71,2020010100
189,2020-01-01 00:34:06.700,2020-01-01 00:37:33.500,206.8,5840,67,49,27,2020010100
190,2020-01-01 00:26:35.300,2020-01-01 00:36:48.000,612.7,5816,74,122,12,2020010100
191,2020-01-01 00:28:11.300,2020-01-01 00:36:46.400,515.1,5234,58,321,72,2020010100
192,2020-01-01 00:30:16.000,2020-01-01 00:36:41.300,385.3,6168,10,17,51,2020010100
193,2020-01-01 00:28:05.900,2020-01-01 00:36:14.300,488.4,6232,383,72,48,2020010100
194,2020-01-01 00:33:39.100,2020-01-01 00:36:11.500,152.4,3115,19,25,15,2020010100
195,2020-01-01 00:28:05.700,2020-01-01 00:36:10.900,485.2,5956,17,6,12,2020010100
196,2020-01-01 00:30:22.900,2020-01-01 00:36:06.900,344.0,3967,281,388,8,2020010100
197,2020-01-01 00:10:44.700,2020-01-01 00:36:05.100,1520.4,5229,377,126,14,2020010100
198,2020-01-01 00:16:01.000,2020-01-01 00:35:57.200,1196.2,6093,66,147,73,2020010100
199,2020-01-01 00:22:49.100,2020-01-01 00:35:39.200,770.1,6404,107,369,74,2020010100
200,2020-01-01 00:23:19.000,2020-01-01 00:35:22.300,723.3,5380,28,368,38,2020010100
201,2020-01-01 00:26:18.700,2020-01-01 00:35:21.400,542.7,4639,93,113,44,2020010100
202,2020-01-01 00:29:50.500,2020-01-01 00:35:01.500,311.0,6374,308,378,28,2020010100
203,2020-01-01 00:32:58.800,2020-01-01 00:35:01.400,122.6,5079,240,239,51,2020010100
204,2020-01-01 00:25:51.100,2020-01-01 00:34:59.000,547.9,6333,76,43,75,2020010100
205,2020-01-01 00:38:01.500,2020-01-02 00:34:54.700,86213.2,5702,159,159,47,2020010100
206,2020-01-01 00:37:46.200,2020-01-02 00:34:53.600,86227.4,5563,159,159,46,2020010100
207,2020-01-01 00:31:42.300,2020-01-01 00:34:51.700,189.4,5928,338,186,30,2020010100
208,2020-01-01 00:30:11.500,2020-01-01 00:34:20.700,249.2,1258,43,74,10,2020010100
209,2020-01-01 00:26:20.100,2020-01-01 00:33:58.800,458.7,5883,194,182,56,2020010100
210,2020-01-01 00:12:34.000,2020-01-01 00:33:29.600,1255.6,5257,92,73,76,2020010100
211,2020-01-01 00:29:45.100,2020-01-01 00:33:16.200,211.1,5271,336,129,24,2020010100
212,2020-01-01 00:30:32.500,2020-01-01 00:32:46.300,133.8,4545,240,253,55,2020010100
213,2020-01-01 00:29:35.100,2020-01-01 00:32:24.500,169.4,6450,155,157,77,2020010100
214,2020-01-01 00:20:08.100,2020-01-01 00:31:42.800,694.7,6039,235,219,34,2020010100
215,2020-01-01 00:26:49.000,2020-01-01 00:31:08.800,259.8,1310,11,17,44,2020010100
216,2020-01-01 00:27:39.700,2020-01-01 00:30:59.600,199.9,469,243,267,42,2020010100
217,2020-01-01 00:22:35.800,2020-01-01 00:29:58.600,442.8,5970,129,104,54,2020010100
218,2020-01-01 00:12:46.100,2020-01-01 00:29:46.400,1020.3,6262,339,175,10,2020010100
219,2020-01-01 00:10:26.500,2020-01-01 00:29:43.300,1156.8,5856,369,132,73,2020010100
220,2020-01-01 00:05:50.800,2020-01-01 00:29:11.200,1400.4,4822,8,109,48,2020010100
221,2020-01-01 00:05:25.600,2020-01-01 00:29:11.100,1425.5,6525,8,109,14,2020010100
222,2020-01-01 00:26:03.100,2020-01-01 00:28:55.000,171.9,4540,247,244,54,2020010100
223,2020-01-01 00:18:08.100,2020-01-01 00:28:16.500,608.4,6231,323,343,43,2020010100
224,2020-01-01 00:24:36.400,2020-01-01 00:28:01.000,204.6,6508,321,284,65,2020010100
225,2020-01-01 00:18:50.400,2020-01-01 00:27:50.600,540.2,3886,311,296,48,2020010100
226,2020-01-01 00:19:23.300,2020-01-01 00:27:20.800,477.5,5265,141,121,12,2020010100
227,2020-01-01 00:13:15.700,2020-01-01 00:27:06.300,830.6,5460,43,377,38,2020010100
228,2020-01-01 00:23:48.800,2020-01-01 00:27:01.600,192.8,2058,141,386,8,2020010100
229,2020-01-01 00:07:38.500,2020-01-01 00:26:52.300,1153.8,2623,349,141,15,2020010100
230,2020-01-01 00:24:25.200,2020-01-01 00:26:35.100,129.9,5358,61,78,10,2020010100
231,2020-01-01 00:23:00.700,2020-01-01 00:26:05.200,184.5,5402,112,223,18,2020010100
232,2020-01-01 00:21:46.800,2020-01-01 00:25:51.200,244.4,481,75,58,72,2020010100
233,2020-01-01 00:22:42.300,2020-01-01 00:25:49.500,187.2,5133,109,356,48,2020010100
234,2020-01-01 00:21:56.500,2020-01-01 00:25:49.400,232.9,865,247,258,78,2020010100
235,2020-01-01 00:16:28.300,2020-01-01 00:25:48.600,560.3,6113,107,115,65,2020010100
236,2020-01-01 00:18:53.400,2020-01-01 00:25:41.800,408.4,4784,263,263,27,2020010100
237,2020-01-01 00:18:40.500,2020-01-01 00:25:38.200,417.7,6387,171,267,76,2020010100
238,2020-01-01 00:20:55.900,2020-01-01 00:25:06.800,250.9,5271,350,336,24,2020010100
239,2020-01-01 00:05:38.100,2020-01-01 00:24:31.800,1133.7,5798,98,362,24,2020010100
240,2020-01-01 00:19:51.900,2020-01-01 00:24:25.800,273.9,5090,166,267,79,2020010100
241,2020-01-01 00:19:42.900,2020-01-01 00:24:22.600,279.7,6406,166,267,15,2020010100
242,2020-01-01 00:20:13.800,2020-01-01 00:23:02.000,168.2,117,245,238,79,2020010100
243,2020-01-01 00:19:39.600,2020-01-01 00:22:47.500,187.9,6214,67,321,8,2020010100
244,2020-01-01 00:04:40.000,2020-01-01 00:21:59.500,1039.5,5684,148,197,65,2020010100
245,2020-01-01 00:16:26.400,2020-01-01 00:21:59.500,333.1,5438,356,61,27,2020010100
246,2020-01-01 00:17:14.400,2020-01-01 00:21:52.000,277.6,6172,310,357,54,2020010100
247,2020-01-01 00:15:49.300,2020-01-01 00:21:00.400,311.1,6046,62,58,41,2020010100
248,2020-01-01 00:13:47.200,2020-01-01 00:20:57.900,430.7,5297,43,55,21,2020010100
249,2020-01-01 00:15:00.400,2020-01-01 00:20:23.600,323.2,5659,252,248,12,2020010100
250,2020-01-01 00:15:20.700,2020-01-01 00:19:29.400,248.7,6419,44,63,16,2020010100
251,2020-01-01 00:13:38.800,2020-01-01 00:18:27.000,288.2,5915,223,381,80,2020010100
252,2020-01-01 00:16:36.500,2020-01-01 00:17:59.600,83.1,4784,263,263,27,2020010100
253,2020-01-01 00:09:11.700,2020-01-01 00:17:42.500,510.8,2930,312,305,81,2020010100
254,2020-01-01 00:14:03.600,2020-01-01 00:17:22.600,199.0,5769,129,139,22,2020010100
255,2020-01-01 00:13:37.400,2020-01-01 00:17:19.400,222.0,5568,129,139,18,2020010100
256,2020-01-01 00:59:28.600,2020-01-02 00:16:57.900,83849.3,5012,380,5,12,2020010100
257,2020-01-01 00:07:25.200,2020-01-01 00:16:09.600,524.4,1891,110,61,76,2020010100
258,2020-01-01 00:09:43.800,2020-01-01 00:16:05.800,382.0,6260,380,70,18,2020010100
259,2020-01-01 00:05:50.300,2020-01-01 00:15:44.400,594.1,1458,5,67,15,2020010100
260,2020-01-01 00:08:03.800,2020-01-01 00:15:34.400,450.6,4764,240,248,12,2020010100
261,2020-01-01 00:04:44.000,2020-01-01 00:15:32.200,648.2,5482,324,58,55,2020010100
262,2020-01-01 00:03:01.700,2020-01-01 00:15:30.400,748.7,6520,74,30,82,2020010100
263,2020-01-01 00:12:39.800,2020-01-01 00:15:21.900,162.1,6015,181,196,21,2020010100
264,2020-01-01 00:02:14.900,2020-01-01 00:15:21.700,786.8,5271,79,350,24,2020010100
265,2020-01-01 00:13:24.600,2020-01-01 00:15:09.300,104.7,4784,263,263,27,2020010100
266,2020-01-01 00:49:51.200,2020-01-02 00:15:04.900,84313.7,6413,98,139,54,2020010100
267,2020-01-01 00:53:13.300,2020-01-02 00:14:56.200,84102.9,2471,181,158,2,2020010100
268,2020-01-01 00:08:15.100,2020-01-01 00:14:17.800,362.7,5546,16,50,60,2020010100
269,2020-01-01 00:04:44.600,2020-01-01 00:13:39.800,535.2,5036,44,27,34,2020010100
270,2020-01-01 00:49:41.600,2020-01-02 00:13:25.400,84223.8,4458,39,356,27,2020010100
271,2020-01-01 00:10:24.600,2020-01-01 00:13:13.100,168.5,3436,243,253,42,2020010100
272,2020-01-01 00:07:39.700,2020-01-01 00:13:04.600,324.9,1490,266,245,8,2020010100
273,2020-01-01 00:05:20.200,2020-01-01 00:12:44.400,444.2,1682,246,263,10,2020010100
274,2020-01-01 00:09:04.900,2020-01-01 00:12:29.800,204.9,1974,49,67,27,2020010100
275,2020-01-01 00:07:11.600,2020-01-01 00:12:24.300,312.7,1314,238,250,83,2020010100
276,2020-01-01 00:07:02.500,2020-01-01 00:12:19.800,317.3,2171,238,250,83,2020010100
